original_commit,original_branch,Backport Commit,backport_branch
e8e59b073a994ad9229b04eea1d3b2eed06c3562,main,0c1090c332154aa99fd8d97cd81cc12c5039fd2d,6.6
1bef934e961dd921d5e11fb1dba2b620376aaa0c,main,a4abfb62cee5f2d49459bafc34e496fdd8f19fc7,7.1
d038023cb9820ecdac488f4556c82b299d56950d,main,cf67bf4ca6c98d43d4092659e27d740ae1095191,7.1
e7bcbb4206213d05cc19f8e2c6e33000ec56a27e,6.6,a563384010d68b9f9d4289692228a6af83cf7859,6.2
100114e0ae6de158bc7bad31dc91b6342a413be2,main,53e1a3233e3924013039af03f340f3e887619a48,6.6
10f4e246d5d6588e323bc83799c052f3c8415e68,main,e65057a7d37fe08ece67c1ee8465c49327b09c2b,7.0
e48a99b960a6536776cd3378bb18a1e3a30118a7,main,8c12f2a824a3c9b8741cd6f5d17c05d4d9c5a0e8,7.1
517bd151922757b30eba5af055dfd147037c72be,main,c30685ef58c068d49068cefe320cacfc840e0210,7.1
100114e0ae6de158bc7bad31dc91b6342a413be2,main,ddbd8c092f540932996b3bea0dbf7ad0013cfb8e,7.1
d5f69b1a51a619af1abfa1d3cb0ccd982c7ff288,main,56059012f7038a1c0d2455e831c327d5f89776e5,7.1
2c897c22fec306ffcf4ab7ab90068d38c1c26ffb,main,30b6b6c6e7bb9f272545f81a278328d552c642b6,6.6
5ec66ba844106b0987391d78371e06b41530cf62,main,3115bd1661789cd0a427272344b776760bd36b6a,6.6
7569ae7b5f80c9489b1380cb9528ef8a6bbe452c,main,4b63f1a6c7666ef10c7f2cb54564e4aa5be7a38f,6.6
49865daffa254defa826aa91ea1dad4fcdd36727,main,897665d501c9e17924166c52f9853468a90c4faa,6.6
a479319649e1f5165913166ef6ec4dd8dc13af20,main,a82fe2d1890611dd98bfd63579229ad19c4d95d5,6.6
cbb93ecafc8e2f05453cdee2124e49c016c310a4,main,94acfa38530c3d4ca648a0b9cb787d33ca66b725,6.6
4c9deeceea37ee533c9a0d5558eccfb16027bd8b,main,dbe4ac14fbc9d1873b70267ac08dbf06778de4bd,7.0
3c4a340c5eb30cec8cba464622e6b9990a825beb,main,a0bf95e68dff8d64c358da0432528f1cc1e9be7e,6.6
e5dd1bd1b67ee06eb1e1aada1f8b7f23b18eb625,main,112c37c0baf8238f246963e16fab6ccbb844422f,7.0
5c85c1aa9c6701f56cf1600ca27e14ad660a6985,main,fc84bf7ad64cd0b6c0cf4e7ea842c1f7e88ef16d,6.6
c26905431eea1f2847f906751cdce96f22615eb9,main,a5ed73aaf4d05ed234779cb04067d30b6749a4e9,7.0
5c85c1aa9c6701f56cf1600ca27e14ad660a6985,main,daa498921104316aae2202b4b705236b0c774f86,7.0
106200b7f3a7d1d12e070204c65c1ae3de984d4d,main,d1b44ae697b88208a480c355419d552f3fab572b,7.0
c06ce9cfc45d66c137130cfcf3958b95c666830b,main,7e199fe14b1ec4d3c115707fd485f18164fdcca9,7.0
3d89260b2b010f31f0440c9d73adaf279e25eadd,main,62489a061d487baa92f16ecb240eb938908c71f0,7.0
8ac3d191cfe74661a1cd2ac4e53a6b666656f212,6.6,5acbe8bdb199883b0e2f5611f74d7d2e30a4ee9d,6.2
148e6ae7d05a53165518ee3e8cacd5921869f0c2,7.0,d9876d68c67b8a0df95af0876ed15c3968e881c0,6.6
c9b134c836a203719b26bea43827870c6833b051,main,1e028f41f7b704063dd95a3d14bfc13bf157b08a,7.0
6f95247383fffe7c014dfca987df2e8b8dd92a2f,main,199269a5f0350357d8357f38604f8f0ca7676cc7,7.0
163359f58d1dd98d60158aa1cc9273488d277b3f,main,6a186214c98d953fa1146116c11b1501622c4761,7.0
bddfc60fdf1b51d59d071c798fd8ff13d5fc0698,main,aefc2d1558d92ddc44795549347bc8388d56bf2c,6.6
b8dc72ccb2a0a5ee1a1e28c9cf7bda245a43db68,main,b8304a93dbe9cdd4fb1f436df2a452490dd0e0a6,6.6
163359f58d1dd98d60158aa1cc9273488d277b3f,main,3b080e1149b3a6f957b260ae32c01906f8f0b98c,6.2
3c1636f66e327b6f93bbd006ca87cb2a5848d9d6,main,69f49516c851f94bef6aaff33d307fa2a6d723a7,6.6
4abca25ae1eeb372abf1bd97554ea03ce34167fa,main,90bf4f48510b356c830f54dc2b728543ed68dc08,6.6
47f4af91f50cb191f249d6944a29422b17af9616,main,31ecca5912c6689386fc85310ef7ec141b792db5,6.6
0613466463b5a5d7c567ce20450bf3ffd47d9285,main,0f310ba32e0c126ca58e40b38dc4ee98ff0b5db3,6.6
e9cb6db158af42aeead4ce50f45637e412f53bd2,main,bb5c07ebd187693d723e5ee20451ad6a0e11a297,6.6
298cedee29a678c4bcb8fad533acb1052227119b,main,dd644462c34870d83ed4b3c10035308b6994c5cd,6.6
f1251ea3278060dee6cb868d00ad7971ec3efd18,main,84e5d1913cebac26de2f3dbcf6e2d9bc32b100d4,6.6
004de8a5f19f83e0b971f7b851a0916aaeb61ab4,main,cb89514772262a30d655b0212d24048c6aa7e0cd,6.6
0b1b1edab39e049f2888a7cd43bdab3f56bce0fa,main,34184a1817424836a3143996affa99dd227ec9a5,6.6
11ef49037eeb17821a06be529bf145327fe2e130,main,a5331ad965a7dda4cb342ecc2fe1e86d70ff507a,6.6
60a338a044e52eccded73027bb8421b22dcc0136,main,283e27c1045232a071b00ddc0cc58106eb8cc797,6.2
227caea2402fc69f96c4195159c38006d99488bb,main,b788d426cb85700ff42e026652e098f0f085cab0,6.6
14b389440a7e41357c8c5d926a847d92dd1b7425,main,7bf0f369a32bab3d18ba9412d53427f98fe92372,6.2
5d799730a10923f6453b393480d41681fde4c764,main,57b9191c8c669fe278bb1ce69b338fccfe33d6cc,6.6
2d5f845f7dfcda6695b586d076fb79b7efc33660,main,b752ad96f3b047dc9adea0587f146a129b9ac622,6.6
ecc2151ca8c0f9085afec2e02fa185db0644109f,main,edeb19afdde35e0e6f66ac324941e151070d1566,6.6
54e160af3665d04e861b748c97ba8e1f50bbb544,main,f6c68279786099311ca1035ba686d06ead5101e4,6.2
9032a61900b30c1d196fa891b667a400143f4b44,main,8d98dcf6cb132a8f61dcc86f0562f09b815a6e0b,6.6
96c9ed50d950ebce36e28a5fe38d799dba549ced,main,ffecd7d6ca9987533249703bb023bd72af902c5b,6.6
5d4cdf2c9b2dbbefaac02205a385b384803634c8,main,d59d6fa86c9507c518bd808af006b2c2d810b3af,6.6
6cddbc77f057884f7ffb2bed198ed2587aabbf87,main,9d52e3c9dfc49a9be804220c2382055d5901daa9,6.6
b5221e2ec65d0118fb04fcbc496e599066014b7a,main,1ffde48f5ba6b84bb604cfee02fc43a13bef80c4,6.6
c6a1eb65ed30023815909087863edc8acf5c1fd1,main,748fa8f7e1cafae4d60618d9082e3523ae3cf7b2,6.6
f1ce39f319445ef8fe69911fed39f986d4e747c7,master,25e274e9af2b4e931ebd671cc8b7d81f45d5f8e0,5.3
7921473bf87e538a76fe0b96524fd555c69dcb48,main,2036ef16663ad462b96f786ccc23af0ba38befc1,6.6
8a0dab90718a97ff08afadbed7df6c4f87f7cb2f,main,0ceada1a18c82f8f6c527ac5a54fb29081e62480,6.6
0f8087209d8772b7e852bd51259d9a7062f98e99,main,4870f9cf175267f283faa91eb97f6cf83f3a83c7,6.6
9886b7acf90be882198a1d133a156259a1864226,main,ab9e67176177cdb457c4c06d0003d1d151dfe354,6.6
4e8eb91562b75fbcc6ecdaaa3efe62b724f71aa4,main,c1e662707d89b4b25be6f880de083ea5edf921d1,6.2
ddf936286f5207f3a97b0b8de5c696dfea39a891,main,89629bc702821e9f367af25345b3b8bac2248202,6.6
e676ebe62e84daafd984f3d008177b60fcacb23b,main,6584eb3d53c32ed041d40a17a9b1ed169e2ee347,6.6
9075cf84fb1a046903f1e62dcf56726051c98c6b,main,8ba6d4321ba144d1398a70b9df575513ae9de187,6.2
3521857ef2a36b36bfb595e691e18d79170781dc,main,cda7dad83b5ffda3c67ca09a0be972bd1613542d,6.6
0c48c12f99759b465b64016e806c7e020940b5bf,main,e9d3ce0defe0fdfc8d1eb84b6ea93a089f195af0,6.6
ebcbebac39cb2078c497f129b97bc2a1c9ea5e87,main,735f066c3da24c641de5979e4e59b46682210cdd,6.6
c2728308b590042cd604c33bc789822e1a54958f,main,c9bc3dcd454a19a6f60d8a4bf92b03d7f7f2885c,6.6
0330d547957b05f7635af098174fd9bcece7fa3e,main,11aebd8e7d7507d1abcebc514c2e9cb12138f891,6.6
2ada4ac8e488a1555a8e93afe4c168860e5b3cdc,main,df8745aaff71085a281830c1d3f0ecedb4cdb561,6.2
ad6f326090f856d4de26935428a89b1cc0f3644e,main,4863033429ffaf5f64256ca9885aa6cbbf81d20d,6.6
b8b8f011dcbe614618434db5e7a00f65d4cea813,main,c85efaa7d2af004aee4b228d29b3d801826e1686,6.6
ecd22c0811b0ca7596f64c22a4e1e80ed3c314a4,main,bf823f9a3464d270ea8c831cd3e6560408984eeb,6.5
5550c20120cd3c3ad6077f4bdd32a0f976850200,main,07551342248cdedb3c6c59825326a6055e53b7a1,6.5
4ca26f9415242415481c8051b0ebf82e7c5cddef,main,088414438490fc2f6b67f91fdd3fa27c781c2c2c,6.5
4da2659292f140d290b51b2b178039cf09c1c4c2,main,b5774317d1146bead348e962b3eaf77579003a09,6.5
677c8b65297f90d698086ae4b93f03a041c098ac,main,6bf3f15af3ef4ea75af7d209b77029d0a5045419,6.5
09baefba40e77b2af40314bd1162a06b839a2209,main,2cb3d3def219a2fa3f0366ae2c6353dbc500ea09,6.5
8d39709cec0c1a535bbd7bf362d470a556daad93,main,dc75f193afd56c99f5ab0821332c6850b6bad953,6.5
e2997bdc745a2696731af9d988748ccc0b33ed02,main,492fabd477fc470575aecf7831966c0faf472ea8,6.5
1aa7db6a0affa86322b8d4f938aba889d170d4cf,main,6086684b5807d039b7a2afa45344a89d55b0ff13,6.5
1fe8b3c0d50701b70d68cb6b0fb7ffa8d89fa6e6,main,2160dd8ce8ba40960dda681bc50f0473963085bc,6.5
8971558281993e1c760dfb7a667e28b7d416edf2,main,3b00a9facb170fa7117310a013c61bdb4ff688ab,6.5
5a052bafc9556bba358f02023961d3c3da6f7227,main,7fb23cd78365450683bde1f7c7c28d949624f0d6,6.5
04ab85f1556ded087b8d0697d195e4613c8f98cb,main,ba3f533e2318fb72dc0c823d5b73466035238b70,6.5
a86b35e6643bd7229eca6623bc15fad116be22ed,main,6c025f9d7e743670d004bf72ed4f2f850f45b01e,6.5
c08b1b9bf1a77c558bd4213abfc6513eaecaa0fa,main,3a58018cc0e707c4bdae5d1760764be5dc6872dd,6.5
0534e1aa01bd0a73837613d8f59efb5ba1b6512f,main,696626e5e1281e46eb2e3658272d28724a35fe4e,6.5
15cbebbbf9d8c0dc038c0e859714e64624a9713d,main,81f9818af41c5cb5e9df3782ade40e24341d6709,6.5
de3a4c0af96e1a3dc23bd7aa8c7d8f5f4bcc03b8,main,b1787d9a07955635bc82aea0643fc77f9311c5bb,6.5
1866fc56d6e7269104e316f991aa3d6f72960c03,main,cc67fdef1060e7b92803e2ecf39d331a6edd3310,6.5
07bfe6ad736f4f419f49f352ecae541a842987fd,main,61632590a0d1b8e8e80a9c6a6488a34feecbb331,6.5
758a660bca3522171f9d3b4f85907955904d0a12,main,f372748105537dc09d8113c49e3415b0a7448e6f,6.5
32266798988eba32d8ecb76ffbfaf24279906903,main,38fa18ad5b56543037fe56110db041bf58205646,6.5
cd577a813b1ef17149dc9ccd8dc1e38ab4bede38,main,a3f4cd6cd31103af7f190f0bfe6300a88f7e2bd7,6.5
d1be36b303d51a1a5a3436e99a5c017538a75157,main,dfbb72abe62c25907f8d40f739d626983e95ffcd,6.5
421e9cf6438ae47d7b89309f9b0128e10c51aaa9,main,19c42b3942234f620eccfc17e8d3f3b210d0bb83,6.5
43f9d207736f0952c84b137a66af008285656956,main,e8252cb4a88a0847c34bef3c465ee524952be755,6.5
3bbc90fb9b758295023419dc339b618fb079ea5b,main,08c2a5479d6dfba1f42117e4c547aef343e26b9e,6.5
b16b891be08baf2cc57fc78dfdb799c7bbf8301c,main,9ba0dd7af03d63dc39ce0ac8acd6688803ea0af9,6.5
85364a2c53ebaa2183834937118ff288e4b3be5b,main,f379ae0652252ab0e2e47ecc5940fbf94d0331c5,6.5
1441504c3bb904b039317e7170fc92fee87b3d18,main,32d4f1596e2a2bfb93c90e9e8c2e734c880a2f6a,6.5
181399f84c280e315402c7269be18612e6b15e72,main,9346c28c8ea4b6b8515eff79c0355d889fb8394f,6.5
ce56234857f142a3fcb3d32bdf678830b0167f87,main,205197bdf4aaef1b8fa6e458cf675eccc143e7a3,6.5
2202487633111ca3c6df60be1b54111ec9b2ed6b,main,2811aad8396ebef3f7af3f51adef8e94b6e14d76,6.4
cc79d2411923672bb6585b65ea7343584588a672,main,b7ade6c26c9d1c810f8ccd24cba301145dae75c5,6.5
42cbbc3a0c2a8a4ec0fbeadee51011018d813b15,main,ceb4d060da11e28a9a2a7e085522c0b6cefc6732,6.4
1fbed6598f145b0e1749b83d53bd630dac097a84,main,781888e974827c3ed856579a7f5abe8ea4c626d2,6.4
cc79d2411923672bb6585b65ea7343584588a672,main,b3c87c351463687dc3dc2205f26984bef873431e,6.4
add62a188bea67cf5589a2a2d48aa5ca2ca7890c,main,af6c8eefeaf9b27d07a139d70e5d3678312e1650,6.5
4893b6d3abc1e560aca31f57799d675221c59609,main,7cc7bac5d4cdc7be1fa4599101ed32eae1fc0936,6.5
bcbae0055266490e1256bd3659b40d3aa3f3469a,main,4cc15d42973ec99697414ba4b499e96326922d1a,6.4
44aec905387738ae7a4c3d953491d54a5646dd90,main,7b96a0ade25e74a63f2485456c1424d2489585a3,6.5
ce97a5da2c13f15aa0669b06ef49e92f543777b3,main,661fe9ede013037c5285ef46c564952bff58b5cb,6.5
56105a8fc660c7f5039eb00d19f31a9a30805ddc,main,0e0437715b66225b868af1440882a00eeab43a8e,6.5
aa7575aabdda051dced66b5f68acaf9ed3f17ea2,main,b300b9d45ac6d8de8a5db76599287492303240ba,6.4
e95eaf6cb3fe884daa7accceb7c43d54f46123ec,main,2bfa6df7cc0f5c3f74ee9e3976b6655239d84839,6.4
b5e78cf9d0f1bb75a57ec8677c0acf3f9caab23c,main,239014db35878acf397a02533d432c6140325ff9,6.4
6cfea00e684cecb696119f327db3569d59d7ec23,main,2500f1eb821f7304ebe75d282a772c65131e0cca,6.5
f6fed506fca059ff48da4088ab0103fcba5d681b,main,037336ea83a0689d34d9082159ae71ba47444c4a,6.4
38126414300bf99b29ae6938474ea77c66d98602,main,104eb3cf32c62fa035d046962e1a5a780d9ccb24,6.4
b17aa9674f23b90efdc26cad7198f037352504fa,main,3b9014cdbfd292705672ad36847bf711c480b201,6.4
a71bb28a8a1c69c6a6b1d711a3e2b135c351799a,main,9f3676d690bd781a663d4a4f79fa3a891aee2e9a,6.4
3b31351234ffe59601b4ff1502c66cbccb62029e,main,0403d12ea99be89bc1ae67303bf3578c525b06da,6.4
090062220c952dddf432135e0e48ff391289470d,main,673f03304f78aec83912000198395349452b2b5c,6.4
cd0c19b7e6144ada68b2647bc2954cd425ec2784,main,ba5101d40b2df39d146ee334c3d42be58d288347,6.4
fccce5561da1babcce7d332c98c11b03b1b4fb41,main,c7658e1cab7e374d2e20515b54f01fe52936494d,6.4
